title,number,year,auther,experiment,NPs_type,Method,Crop,  NPs_size,Size_class,Concentration,Concentration_class,Performance_class,Performance,n1,mean1,sd1,n2,mean2,sd2,lnRR,vi
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,150,ClassD,root length,Growth,3,8.075117371,0.845070423,3,9.953051643,0.751173709,0.209091798,0.005549281
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,50,ClassC,root fresh weight,Biomass,3,22.63414634,3.512195122,3,44.48780488,4.682926829,0.675755438,0.011719603
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,100,ClassD,root fresh weight,Biomass,3,22.63414634,3.512195122,3,60.48780488,4.292682927,0.982982106,0.009704966
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,150,ClassD,root fresh weight,Biomass,3,22.63414634,3.512195122,3,71.41463415,7.804878049,1.149043142,0.012007566
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,50,ClassC,shoot dry weight,Biomass,3,29.83149026,4.38827453,3,42.17351237,4.38827453,0.346227799,0.010822007
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,100,ClassD,shoot dry weight,Biomass,3,29.83149026,4.38827453,3,61.37221345,3.839740214,0.721392627,0.008517793
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,150,ClassD,shoot dry weight,Biomass,3,29.83149026,4.38827453,3,87.70186063,5.759610321,1.078378559,0.008650639
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,50,ClassC,root dry weight,Biomass,3,19.67914439,3.20855615,3,40.42780749,5.561497326,0.719958438,0.015169206
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,100,ClassD,root dry weight,Biomass,3,19.67914439,3.20855615,3,54.54545455,4.705882353,1.019474968,0.011342156
"Rice seeds biofortification using 
biogenic  iron oxide nanoparticles 
synthesized by using Glycyrrhiza 
glabra: a study on growth and yield 
improvement",77,2024,SidraAhmad1,Pot,Fe,Seed,Rice,17,ClassA,150,ClassD,root dry weight,Biomass,3,19.67914439,3.20855615,3,66.52406417,5.77540107,1.218004335,0.01137344
